Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Designing Learning Innovation,4.9,Beginner level,24,Flexible schedule,480,Basic theoretical-methodological tools such as Constructive Alignment and the Learning Innovation NetworkPedagogical frameworks of the active learning methodology New assessment strategies,[],"['Why Learning Innovation', 'The Intended Learning Outcomes', 'The Assessment', 'The Pedagogical Frameworks', 'The Learning Innovation Network: active classroom', 'The Learning Innovation Network: contents and useful connections']","['Daniela Casiraghi', 'Susanna Sancassani', 'Federica Brambilla']",['Politecnico di Milano'],Social Sciences,https://www.coursera.org/learn/designing-learning-innovation
Teaching Writing Specialization,4.2,Beginner level,80,Flexible schedule,25,Theories and practical methods to teach writing to students of all grade levels in all disciplines and situations.,"['Critical Thinking', 'Teaching', 'Curriculum Design', 'reflection', 'Writing']","['Teaching Writing Process', 'Teaching Reluctant Writers', 'Teaching Texts and Forms', 'Responding, Revising and Assessing Student Writings', 'Teaching Writing Final Project']",['Mark Farrington'],['Johns Hopkins University'],Social Sciences,https://www.coursera.org/specializations/teaching-writing
Integral Calculus through Data and Modeling Specialization,4.8,Intermediate level,40,Flexible schedule,62,Model and analyze data using techniques of integration for both single and multivariable functions.Numerical methods for integration,"['Modeling', 'Data Analysis', 'Calculus', 'functional analysis', 'vectors']","['Calculus through Data & Modelling: Series and Integration', 'Calculus through Data & Modelling: Techniques of Integration', 'Calculus through Data & Modelling: Integration Applications', 'Calculus through Data & Modelling: Vector Calculus']","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],Social Sciences,https://www.coursera.org/specializations/integral-calculus-data-modeling
Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate en Español Specialization,4.8,Intermediate level,80,Flexible schedule,58,Adquirirá las habilidades necesarias para tener éxito en un puesto de ingeniero de datos.Se preparará para obtener la certificación Professional Data Engineer.Aprenderá sobre los servicios de la plataforma y la infraestructura que ofrece Google Cloud Platform.,"['Big Data', 'Bigquery', 'Machine Learning', 'Google Cloud Platform']","['Google Cloud Big Data and Machine Learning Fundamentals en Español', 'Modernizing Data Lakes and Data Warehouses with GCP en Español', 'Building Batch Data Pipelines on GCP en Español', 'Building Resilient Streaming Analytics Systems on GCP en Español', 'Smart Analytics, Machine Learning, and AI on GCP en Español', 'Preparing for the Google Cloud Professional Data Engineer Exam en Español']",['Google Cloud Training'],['Google Cloud'],Social Sciences,https://www.coursera.org/specializations/gcp-data-engineer-es
Science and Engineering of Climate Change,4.8,Beginner level,9,Flexible schedule,182,"Understanding the evidence for climate change, and of its anthropogenic originUnderstanding the basics of the carbon cycle, climate modelling, and the role of CO2 concentrationsCritical appreciation of advantages and limitations of renewables, sequestration and negative emission technologies",[],"['Current Climate Change in Context', 'Modelling Climate Change', 'Technologies to Control CO2 Concentration', 'Non-Fossil Energy Sources']",['RICCARDO REBONATO - EDHEC BUSINESS SCHOOL'],['EDHEC Business School'],Social Sciences,https://www.coursera.org/learn/science-and-engineering-of-climate-change
Fazer perguntas para tomar decisões com base em dados,4.8,Beginner level,18,Flexible schedule,659,"Explicar como cada etapa do roteiro de resolução de problemas contribui para cenários de análise comunsDiscutir o uso de dados no processo de tomada de decisão.Demonstrar o uso de planilhas para completar tarefas básicas do analista de dados, incluindo a entrada e organização de dados.Descrever as principais ideias associadas ao pensamento estruturado.","['Solução de problemas', 'Tomada de decisões', 'análise de dados', 'Questionamento', 'Planilha']","['Perguntas efetivas', 'Decisões com base em dados ', 'More spreadsheet basics ', 'Always remember the stakeholder']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/fazer-perguntas-para-tomar-decisoes-com-base-em-dados
"Applied Plotting, Charting & Data Representation in Python",4.5,Intermediate level,24,Flexible schedule,6216,Describe what makes a good or bad visualizationUnderstand best practices for creating basic chartsIdentify the functions that are best for particular problemsCreate a visualization using matplotlb,"['Python Programming', 'Data Virtualization', 'Data Visualization', 'Matplotlib']","['Module 1: Principles of Information Visualization', 'Module 2: Basic Charting', 'Module 3: Charting Fundamentals', 'Module 4: Applied Visualizations']",['Christopher Brooks'],['University of Michigan'],Social Sciences,https://www.coursera.org/learn/python-plotting
Diseño instruccional para el aprendizaje activo ,4.7,Beginner level,48,Flexible schedule,716,Identificar el concepto de aprendizaje activo en los ambientes de aprendizaje.Diseñar ambientes de aprendizaje innovadores vinculados.Diseminar en acceso abierto el diseño de la experiencia formativa con aprendizaje activo.Evaluar la contribución de las tecnologías emergentes en el diseño innovador.,"['Análisis', 'Pensamiento crítico', 'Comunicación efectiva']","['Aprendizaje activo: oportunidades para mejorar', 'Ambiente de aprendizaje innovador con aprendizaje activo ', 'Diseño de ambiente de aprendizaje activo y vinculado', 'Diseminar en abierto el diseño innovador', 'Evaluar y mejorar el diseño innovador de aprendizaje activo']","['Lorena Yadira Alemán de la Garza', 'Marcela Georgina Gomez Zermeño', 'María Soledad Ramírez Montoya']",['Tecnológico de Monterrey'],Social Sciences,https://www.coursera.org/learn/aprendizaje-activo
Digital Marketing Analytics in Theory,4.5,Beginner level,20,Flexible schedule,4727,Gain an understanding of the motivations behind data collection and analysis methods used by marketing professionalsUnderstand frameworks and approaches to measuring consumers’ digital actionsLearn to evaluate and choose appropriate web analytics tools and techniquesEarn familiarity with the unique measurement opportunities and challenges presented by New Media,"['Data Collection', 'Data Analysis', 'Analytics', 'Data Visualization', 'Digital Marketing']","['Course Overview and The Day The Geeks Took Over', 'The Consumer Brand Relationship', 'The Science of Analytics (Part 1)', 'The Science of Analytics (Part 2)']",['Kevin Hartman'],['University of Illinois at Urbana-Champaign'],Social Sciences,https://www.coursera.org/learn/marketing-analytics
Compartir datos a través del arte de la visualización,4.7,Beginner level,24,Flexible schedule,355,Describir el uso de las visualizaciones de datos para hablar sobre datos y los resultados de su análisis.Identificar Tableau como una herramienta de visualización de datos y comprender sus usosExplicar qué son las historias basadas en datos refiriéndose a su importancia y sus atributosExplicar las prácticas y los principios relacionados con las presentaciones eficaces,"['Visualización de Datos (DataViz)', 'Tableau Software', 'presentación', 'análisis de datos']","['Visualización de datos', 'Crear visualizaciones de datos con Tableau', 'Cómo crear historias de datos', 'Crear presentaciones y diapositivas']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/compartir-datos-a-traves-del-arte-de-la-visualizacion
Enterprise Systems,4.8,Beginner level,7,Flexible schedule,712,Learn (more) about Enterprise Systems/Enterprise Resource Planning Systems (ERPs).  Understand why ERPs are useful to companies.  Develop an appreciate of the managerial aspects related to the selection and implementation of ERPs.  Learn practical knowledge that would help to address real world business problems associated with ERP usage and implementation.  ,"['Management', 'IT Skills and Knowledge']","['Enterprise Resource Planning (ERP) Fundamentals', 'Business Processes in ERP', 'Software Selection & Considerations', 'Change Management', 'Course Project']",['Jason Chan'],['University of Minnesota'],Social Sciences,https://www.coursera.org/learn/enterprise-systems
Precalculus: Relations and Functions,4.7,Beginner level,11,Flexible schedule,182,"Model data with both single and multivariable functionsVisualize and analyze data using different technologies.Understand properties of different types of functions to apply them accordingly to model different situations. Perform vector operations, such as addition, scalar multiplication, dot product, and cross product, to analyze geometry in space. ",[],"['Module 1: Basics and Common Functions', 'Module 2: Equations of Lines, Quadratics, and More Functions', 'Module 3: Exponential and Logarithmic Functions', 'Module 4: Properties of Logarithms']","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],Social Sciences,https://www.coursera.org/learn/precalculus-relations-functions
2. データに基づいた意思決定を行うための問いかけ,4.6,Beginner level,18,Flexible schedule,61,問題解決における各ステップが、一般的な分析シナリオにどう貢献するか説明できるようになる意思決定プロセスにおけるデータの活用について話し合う表計算ソフトを使用して、データの入力や整理など、データアナリストの基本的なタスクを実行できる構造化思考に関連する、重要な考え方を説明できる,[],"['効果的な問いかけとは', 'データに基づいた意思決定', '表計算ソフトの基礎知識', 'ステークホルダーを常に意識する']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/ask-questions-make-decisions-japanese
Ética y Gobierno Corporativo,4.7,Beginner level,22,Flexible schedule,194,"Evaluar el impacto de las empresas en el medio ambiente y la importancia de ser socialmente responsable, aplicando diversas estrategias y acciones.Comprender los conceptos asociados a la responsabilidad social empresaria, la ética, la sustentabilidad y el gobierno corporativo.Determinar aquellos recursos necesarios para elaborar un programa de RSE, así como entender la importancia del reporte y la comunicación.","['RSE', 'Responsabilidad Social Empresarial', 'Corporate Governance', 'Ética en los negocios']","['¿De dónde venimos y a dónde vamos? ', 'Empresas responsables, mercados saludables', 'La RSE como parte de la estrategia de negocios de la compañía', 'La responsabilidad en todos los ámbitos']",['Máximo Crespo'],['Universidad de Palermo'],Social Sciences,https://www.coursera.org/learn/etica-gobierno-corporativo
